"X","PurchaseOrder","PurchaseOrderCreationDate","VendorKey","PlantKey","MaterialKey","MaterialPlantKey","PurchaseOrderQuantity","PlannedGoodsReceiptDate","ActualGoodsReceiptDate","PlannedArrivalDateYard","ActualArrivalDateYard","PlannedVendorShipmentDate","ActualVendorShipmentDate","GoodsDateDifference"
9950,4500009950,"2021-12-15",1001,4,1,10004,76,2022-01-07,2022-01-04,"2022-01-05","2022-01-05","2022-01-04","2022-01-04",-3
9952,4500009952,"2023-02-08",1001,4,1,10004,74,2023-03-03,2023-02-28,"2023-03-01","2023-03-01","2023-02-28","2023-02-28",-3
9953,4500009953,"2024-08-27",1001,4,1,10004,80,2024-09-19,2024-09-18,"2024-09-17","2024-09-17","2024-09-16","2024-09-16",-1
9958,4500009958,"2022-04-18",1001,4,1,10004,71,2022-05-11,2022-05-23,"2022-05-09","2022-05-21","2022-05-08","2022-05-20",12
9960,4500009960,"2024-10-28",1001,4,1,10004,76,2024-11-20,2024-11-18,"2024-11-18","2024-11-18","2024-11-17","2024-11-17",-2
9967,4500009967,"2023-12-30",1001,4,1,10004,81,2024-01-22,2024-01-19,"2024-01-20","2024-01-20","2024-01-19","2024-01-19",-3
9968,4500009968,"2023-04-10",1001,4,1,10004,75,2023-05-03,2023-05-12,"2023-05-01","2023-05-10","2023-04-30","2023-05-09",9
9970,4500009970,"2024-10-08",1001,4,1,10004,82,2024-10-31,2024-10-28,"2024-10-29","2024-10-29","2024-10-28","2024-10-28",-3
9972,4500009972,"2022-09-25",1001,4,1,10004,77,2022-10-18,2022-10-13,"2022-10-16","2022-10-16","2022-10-15","2022-10-15",-5
9975,4500009975,"2024-06-26",1001,4,1,10004,78,2024-07-19,2024-07-16,"2024-07-17","2024-07-17","2024-07-16","2024-07-16",-3
9978,4500009978,"2023-10-26",1001,4,1,10004,72,2023-11-18,2023-11-17,"2023-11-16","2023-11-16","2023-11-15","2023-11-15",-1
9983,4500009983,"2023-12-16",1001,4,1,10004,73,2024-01-08,2024-01-18,"2024-01-06","2024-01-16","2024-01-05","2024-01-15",10
9984,4500009984,"2022-11-12",1001,4,1,10004,78,2022-12-05,2022-12-02,"2022-12-03","2022-12-03","2022-12-02","2022-12-02",-3
9986,4500009986,"2023-04-29",1001,4,1,10004,72,2023-05-22,2023-05-18,"2023-05-20","2023-05-20","2023-05-19","2023-05-19",-4
9988,4500009988,"2023-08-18",1001,4,1,10004,74,2023-09-10,2023-09-06,"2023-09-08","2023-09-08","2023-09-07","2023-09-07",-4
9992,4500009992,"2023-03-06",1001,4,1,10004,81,2023-03-29,2023-03-28,"2023-03-27","2023-03-27","2023-03-26","2023-03-26",-1
9993,4500009993,"2022-05-27",1001,4,1,10004,75,2022-06-19,2022-06-15,"2022-06-17","2022-06-17","2022-06-16","2022-06-16",-4
9996,4500009996,"2024-07-04",1001,4,1,10004,67,2024-07-27,2024-07-24,"2024-07-25","2024-07-25","2024-07-24","2024-07-24",-3
9999,4500009999,"2023-07-17",1001,4,1,10004,73,2023-08-09,2023-08-04,"2023-08-07","2023-08-07","2023-08-06","2023-08-06",-5
10000,4500010000,"2022-02-19",1001,4,1,10004,72,2022-03-14,2022-03-14,"2022-03-12","2022-03-12","2022-03-11","2022-03-11",0
10004,4500010004,"2022-07-20",1001,4,1,10004,69,2022-08-12,2022-08-10,"2022-08-10","2022-08-10","2022-08-09","2022-08-09",-2
10008,4500010008,"2024-01-30",1001,4,1,10004,80,2024-02-22,2024-02-20,"2024-02-20","2024-02-20","2024-02-19","2024-02-19",-2
10009,4500010009,"2023-08-17",1001,4,1,10004,78,2023-09-09,2023-09-07,"2023-09-07","2023-09-07","2023-09-06","2023-09-06",-2
10010,4500010010,"2023-09-13",1001,4,1,10004,82,2023-10-06,2023-10-03,"2023-10-04","2023-10-04","2023-10-03","2023-10-03",-3
10016,4500010016,"2024-07-01",1001,4,1,10004,72,2024-07-24,2024-07-22,"2024-07-22","2024-07-22","2024-07-21","2024-07-21",-2
10017,4500010017,"2023-06-29",1001,4,1,10004,95,2023-07-22,2023-07-19,"2023-07-20","2023-07-20","2023-07-19","2023-07-19",-3
10020,4500010020,"2022-12-03",1001,4,1,10004,85,2022-12-26,2022-12-26,"2022-12-24","2022-12-24","2022-12-23","2022-12-23",0
10023,4500010023,"2024-02-02",1001,4,1,10004,68,2024-02-25,2024-02-21,"2024-02-23","2024-02-23","2024-02-22","2024-02-22",-4
10029,4500010029,"2022-05-18",1001,4,1,10004,68,2022-06-10,2022-06-10,"2022-06-08","2022-06-08","2022-06-07","2022-06-07",0
10033,4500010033,"2022-06-26",1001,4,1,10004,76,2022-07-19,2022-07-14,"2022-07-17","2022-07-17","2022-07-16","2022-07-16",-5
10035,4500010035,"2024-12-02",1001,4,1,10004,80,2024-12-25,2024-12-24,"2024-12-23","2024-12-23","2024-12-22","2024-12-22",-1
10039,4500010039,"2024-03-24",1001,4,1,10004,78,2024-04-16,2024-04-15,"2024-04-14","2024-04-14","2024-04-13","2024-04-13",-1
10040,4500010040,"2023-01-27",1001,4,1,10004,72,2023-02-19,2023-02-19,"2023-02-17","2023-02-17","2023-02-16","2023-02-16",0
10046,4500010046,"2023-06-12",1001,4,1,10004,66,2023-07-05,2023-07-03,"2023-07-03","2023-07-03","2023-07-02","2023-07-02",-2
10049,4500010049,"2021-12-21",1001,4,1,10004,85,2022-01-13,2022-01-21,"2022-01-11","2022-01-19","2022-01-10","2022-01-18",8
10051,4500010051,"2022-10-21",1001,4,1,10004,73,2022-11-13,2022-11-11,"2022-11-11","2022-11-11","2022-11-10","2022-11-10",-2
10052,4500010052,"2023-06-09",1001,4,1,10004,89,2023-07-02,2023-06-29,"2023-06-30","2023-06-30","2023-06-29","2023-06-29",-3
10056,4500010056,"2024-01-13",1001,4,1,10004,79,2024-02-05,2024-01-31,"2024-02-03","2024-02-03","2024-02-02","2024-02-02",-5
10060,4500010060,"2023-02-24",1001,4,1,10004,70,2023-03-19,2023-03-30,"2023-03-17","2023-03-28","2023-03-16","2023-03-27",11
10061,4500010061,"2023-12-28",1001,4,1,10004,90,2024-01-20,2024-01-20,"2024-01-18","2024-01-18","2024-01-17","2024-01-17",0
10066,4500010066,"2023-10-22",1001,4,1,10004,86,2023-11-14,2023-11-10,"2023-11-12","2023-11-12","2023-11-11","2023-11-11",-4
10068,4500010068,"2024-01-22",1001,4,1,10004,68,2024-02-14,2024-02-14,"2024-02-12","2024-02-12","2024-02-11","2024-02-11",0
10074,4500010074,"2023-10-01",1001,4,1,10004,84,2023-10-24,2023-10-20,"2023-10-22","2023-10-22","2023-10-21","2023-10-21",-4
10075,4500010075,"2024-11-24",1001,4,1,10004,80,2024-12-17,2024-12-13,"2024-12-15","2024-12-15","2024-12-14","2024-12-14",-4
10077,4500010077,"2024-07-30",1001,4,1,10004,82,2024-08-22,2024-08-27,"2024-08-20","2024-08-25","2024-08-19","2024-08-24",5
10079,4500010079,"2022-03-14",1001,4,1,10004,69,2022-04-06,2022-04-01,"2022-04-04","2022-04-04","2022-04-03","2022-04-03",-5
10082,4500010082,"2022-03-14",1001,4,1,10004,85,2022-04-06,2022-04-04,"2022-04-04","2022-04-04","2022-04-03","2022-04-03",-2
10087,4500010087,"2023-10-01",1001,4,1,10004,73,2023-10-24,2023-10-24,"2023-10-22","2023-10-22","2023-10-21","2023-10-21",0
10089,4500010089,"2024-07-21",1001,4,1,10004,68,2024-08-13,2024-08-26,"2024-08-11","2024-08-24","2024-08-10","2024-08-23",13
10093,4500010093,"2024-10-03",1001,4,1,10004,66,2024-10-26,2024-10-26,"2024-10-24","2024-10-24","2024-10-23","2024-10-23",0
10094,4500010094,"2024-02-05",1001,4,1,10004,81,2024-02-28,2024-02-23,"2024-02-26","2024-02-26","2024-02-25","2024-02-25",-5
10102,4500010102,"2021-12-20",1001,4,1,10004,68,2022-01-12,2022-01-12,"2022-01-10","2022-01-10","2022-01-09","2022-01-09",0
10105,4500010105,"2024-08-19",1001,4,1,10004,77,2024-09-11,2024-09-11,"2024-09-09","2024-09-09","2024-09-08","2024-09-08",0
10109,4500010109,"2023-04-28",1001,4,1,10004,87,2023-05-21,2023-05-18,"2023-05-19","2023-05-19","2023-05-18","2023-05-18",-3
10110,4500010110,"2022-01-30",1001,4,1,10004,81,2022-02-22,2022-02-21,"2022-02-20","2022-02-20","2022-02-19","2022-02-19",-1
10112,4500010112,"2023-06-08",1001,4,1,10004,78,2023-07-01,2023-06-28,"2023-06-29","2023-06-29","2023-06-28","2023-06-28",-3
10116,4500010116,"2023-12-20",1001,4,1,10004,77,2024-01-12,2024-01-10,"2024-01-10","2024-01-10","2024-01-09","2024-01-09",-2
10117,4500010117,"2024-08-12",1001,4,1,10004,86,2024-09-04,2024-09-03,"2024-09-02","2024-09-02","2024-09-01","2024-09-01",-1
10120,4500010120,"2023-10-25",1001,4,1,10004,70,2023-11-17,2023-11-17,"2023-11-15","2023-11-15","2023-11-14","2023-11-14",0
10122,4500010122,"2023-09-15",1001,4,1,10004,66,2023-10-08,2023-10-04,"2023-10-06","2023-10-06","2023-10-05","2023-10-05",-4
10126,4500010126,"2024-01-21",1001,4,1,10004,73,2024-02-13,2024-02-13,"2024-02-11","2024-02-11","2024-02-10","2024-02-10",0
10128,4500010128,"2024-07-03",1001,4,1,10004,82,2024-07-26,2024-07-24,"2024-07-24","2024-07-24","2024-07-23","2024-07-23",-2
10129,4500010129,"2022-01-29",1001,4,1,10004,75,2022-02-21,2022-02-18,"2022-02-19","2022-02-19","2022-02-18","2022-02-18",-3
10130,4500010130,"2023-07-01",1001,4,1,10004,71,2023-07-24,2023-07-24,"2023-07-22","2023-07-22","2023-07-21","2023-07-21",0
10131,4500010131,"2024-01-16",1001,4,1,10004,82,2024-02-08,2024-02-08,"2024-02-06","2024-02-06","2024-02-05","2024-02-05",0
10143,4500010143,"2023-01-01",1001,4,1,10004,72,2023-01-24,2023-02-03,"2023-01-22","2023-02-01","2023-01-21","2023-01-31",10
10147,4500010147,"2023-12-01",1001,4,1,10004,79,2023-12-24,2024-01-03,"2023-12-22","2024-01-01","2023-12-21","2023-12-31",10
10148,4500010148,"2023-05-07",1001,4,1,10004,73,2023-05-30,2023-05-30,"2023-05-28","2023-05-28","2023-05-27","2023-05-27",0
10149,4500010149,"2022-12-20",1001,4,1,10004,82,2023-01-12,2023-01-12,"2023-01-10","2023-01-10","2023-01-09","2023-01-09",0
10151,4500010151,"2021-12-31",1001,4,1,10004,88,2022-01-23,2022-01-21,"2022-01-21","2022-01-21","2022-01-20","2022-01-20",-2
10153,4500010153,"2023-04-01",1001,4,1,10004,86,2023-04-24,2023-04-21,"2023-04-22","2023-04-22","2023-04-21","2023-04-21",-3
10157,4500010157,"2022-07-15",1001,4,1,10004,76,2022-08-07,2022-08-04,"2022-08-05","2022-08-05","2022-08-04","2022-08-04",-3
10161,4500010161,"2024-05-17",1001,4,1,10004,85,2024-06-09,2024-06-05,"2024-06-07","2024-06-07","2024-06-06","2024-06-06",-4
10163,4500010163,"2024-10-23",1001,4,1,10004,70,2024-11-15,2024-11-14,"2024-11-13","2024-11-13","2024-11-12","2024-11-12",-1
10166,4500010166,"2023-12-27",1001,4,1,10004,75,2024-01-19,2024-01-17,"2024-01-17","2024-01-17","2024-01-16","2024-01-16",-2
10169,4500010169,"2024-08-20",1001,4,1,10004,86,2024-09-12,2024-09-09,"2024-09-10","2024-09-10","2024-09-09","2024-09-09",-3
10178,4500010178,"2023-07-22",1001,4,1,10004,80,2023-08-14,2023-08-14,"2023-08-12","2023-08-12","2023-08-11","2023-08-11",0
10180,4500010180,"2023-06-08",1001,4,1,10004,84,2023-07-01,2023-07-01,"2023-06-29","2023-06-29","2023-06-28","2023-06-28",0
10187,4500010187,"2022-06-22",1001,4,1,10004,75,2022-07-15,2022-07-15,"2022-07-13","2022-07-13","2022-07-12","2022-07-12",0
10190,4500010190,"2022-05-12",1001,4,1,10004,71,2022-06-04,2022-06-07,"2022-06-02","2022-06-05","2022-06-01","2022-06-04",3
10192,4500010192,"2022-02-20",1001,4,1,10004,77,2022-03-15,2022-03-14,"2022-03-13","2022-03-13","2022-03-12","2022-03-12",-1
10194,4500010194,"2022-06-04",1001,4,1,10004,77,2022-06-27,2022-06-27,"2022-06-25","2022-06-25","2022-06-24","2022-06-24",0
10195,4500010195,"2023-01-08",1001,4,1,10004,82,2023-01-31,2023-01-31,"2023-01-29","2023-01-29","2023-01-28","2023-01-28",0
10196,4500010196,"2022-12-05",1001,4,1,10004,86,2022-12-28,2022-12-30,"2022-12-26","2022-12-28","2022-12-25","2022-12-27",2
10206,4500010206,"2023-07-27",1001,4,1,10004,81,2023-08-19,2023-08-18,"2023-08-17","2023-08-17","2023-08-16","2023-08-16",-1
10208,4500010208,"2024-11-04",1001,4,1,10004,76,2024-11-27,2024-11-22,"2024-11-25","2024-11-25","2024-11-24","2024-11-24",-5
10209,4500010209,"2022-12-24",1001,4,1,10004,77,2023-01-16,2023-01-13,"2023-01-14","2023-01-14","2023-01-13","2023-01-13",-3
10212,4500010212,"2024-11-02",1001,4,1,10004,79,2024-11-25,2024-11-25,"2024-11-23","2024-11-23","2024-11-22","2024-11-22",0
10213,4500010213,"2024-01-07",1001,4,1,10004,67,2024-01-30,2024-01-30,"2024-01-28","2024-01-28","2024-01-27","2024-01-27",0
10217,4500010217,"2022-03-27",1001,4,1,10004,79,2022-04-19,2022-04-15,"2022-04-17","2022-04-17","2022-04-16","2022-04-16",-4
10220,4500010220,"2024-11-20",1001,4,1,10004,86,2024-12-13,2024-12-13,"2024-12-11","2024-12-11","2024-12-10","2024-12-10",0
10230,4500010230,"2022-02-27",1001,4,1,10004,75,2022-03-22,2022-03-21,"2022-03-20","2022-03-20","2022-03-19","2022-03-19",-1
10232,4500010232,"2022-05-07",1001,4,1,10004,77,2022-05-30,2022-05-26,"2022-05-28","2022-05-28","2022-05-27","2022-05-27",-4
10234,4500010234,"2023-04-11",1001,4,1,10004,76,2023-05-04,2023-05-09,"2023-05-02","2023-05-07","2023-05-01","2023-05-06",5
10238,4500010238,"2024-01-07",1001,4,1,10004,75,2024-01-30,2024-01-29,"2024-01-28","2024-01-28","2024-01-27","2024-01-27",-1
10239,4500010239,"2024-11-26",1001,4,1,10004,76,2024-12-19,2024-12-16,"2024-12-17","2024-12-17","2024-12-16","2024-12-16",-3
10241,4500010241,"2022-08-27",1001,4,1,10004,74,2022-09-19,2022-09-15,"2022-09-17","2022-09-17","2022-09-16","2022-09-16",-4
10243,4500010243,"2022-06-06",1001,4,1,10004,72,2022-06-29,2022-06-29,"2022-06-27","2022-06-27","2022-06-26","2022-06-26",0
10248,4500010248,"2022-11-06",1001,4,1,10004,84,2022-11-29,2022-11-29,"2022-11-27","2022-11-27","2022-11-26","2022-11-26",0
10250,4500010250,"2023-08-22",1001,4,1,10004,84,2023-09-14,2023-09-14,"2023-09-12","2023-09-12","2023-09-11","2023-09-11",0
10255,4500010255,"2024-04-05",1001,4,1,10004,84,2024-04-28,2024-04-28,"2024-04-26","2024-04-26","2024-04-25","2024-04-25",0
10261,4500010261,"2024-09-01",1001,4,1,10004,72,2024-09-24,2024-09-23,"2024-09-22","2024-09-22","2024-09-21","2024-09-21",-1
10267,4500010267,"2023-04-29",1001,4,1,10004,77,2023-05-22,2023-05-22,"2023-05-20","2023-05-20","2023-05-19","2023-05-19",0
10268,4500010268,"2024-06-14",1001,4,1,10004,80,2024-07-07,2024-07-19,"2024-07-05","2024-07-17","2024-07-04","2024-07-16",12
10272,4500010272,"2023-09-18",1001,4,1,10004,73,2023-10-11,2023-10-25,"2023-10-09","2023-10-23","2023-10-08","2023-10-22",14
10273,4500010273,"2023-10-17",1001,4,1,10004,76,2023-11-09,2023-11-06,"2023-11-07","2023-11-07","2023-11-06","2023-11-06",-3
10276,4500010276,"2023-12-05",1001,4,1,10004,80,2023-12-28,2023-12-28,"2023-12-26","2023-12-26","2023-12-25","2023-12-25",0
10279,4500010279,"2024-10-10",1001,4,1,10004,80,2024-11-02,2024-11-01,"2024-10-31","2024-10-31","2024-10-30","2024-10-30",-1
10297,4500010297,"2022-01-12",1001,4,1,10004,75,2022-02-04,2022-02-04,"2022-02-02","2022-02-02","2022-02-01","2022-02-01",0
10300,4500010300,"2022-09-07",1001,4,1,10004,84,2022-09-30,2022-09-28,"2022-09-28","2022-09-28","2022-09-27","2022-09-27",-2
10303,4500010303,"2023-06-23",1001,4,1,10004,67,2023-07-16,2023-07-16,"2023-07-14","2023-07-14","2023-07-13","2023-07-13",0
10306,4500010306,"2024-06-25",1001,4,1,10004,71,2024-07-18,2024-07-18,"2024-07-16","2024-07-16","2024-07-15","2024-07-15",0
10308,4500010308,"2023-08-26",1001,4,1,10004,80,2023-09-18,2023-09-14,"2023-09-16","2023-09-16","2023-09-15","2023-09-15",-4
10313,4500010313,"2024-04-06",1001,4,1,10004,79,2024-04-29,2024-04-29,"2024-04-27","2024-04-27","2024-04-26","2024-04-26",0
10314,4500010314,"2024-11-07",1001,4,1,10004,86,2024-11-30,2024-12-11,"2024-11-28","2024-12-09","2024-11-27","2024-12-08",11
10325,4500010325,"2024-08-28",1001,4,1,10004,64,2024-09-20,2024-09-17,"2024-09-18","2024-09-18","2024-09-17","2024-09-17",-3
10329,4500010329,"2022-10-11",1001,4,1,10004,78,2022-11-03,2022-11-02,"2022-11-01","2022-11-01","2022-10-31","2022-10-31",-1
10330,4500010330,"2024-11-19",1001,4,1,10004,74,2024-12-12,2024-12-23,"2024-12-10","2024-12-21","2024-12-09","2024-12-20",11
10333,4500010333,"2022-07-21",1001,4,1,10004,67,2022-08-13,2022-08-12,"2022-08-11","2022-08-11","2022-08-10","2022-08-10",-1
10334,4500010334,"2022-11-02",1001,4,1,10004,65,2022-11-25,2022-11-23,"2022-11-23","2022-11-23","2022-11-22","2022-11-22",-2
10337,4500010337,"2024-07-19",1001,4,1,10004,80,2024-08-11,2024-08-13,"2024-08-09","2024-08-11","2024-08-08","2024-08-10",2
10339,4500010339,"2023-09-20",1001,4,1,10004,79,2023-10-13,2023-10-12,"2023-10-11","2023-10-11","2023-10-10","2023-10-10",-1
10341,4500010341,"2024-03-19",1001,4,1,10004,80,2024-04-11,2024-04-25,"2024-04-09","2024-04-23","2024-04-08","2024-04-22",14
10343,4500010343,"2024-05-23",1001,4,1,10004,65,2024-06-15,2024-06-13,"2024-06-13","2024-06-13","2024-06-12","2024-06-12",-2
10347,4500010347,"2022-07-26",1001,4,1,10004,87,2022-08-18,2022-08-15,"2022-08-16","2022-08-16","2022-08-15","2022-08-15",-3
10350,4500010350,"2022-07-24",1001,4,1,10004,80,2022-08-16,2022-08-15,"2022-08-14","2022-08-14","2022-08-13","2022-08-13",-1
10357,4500010357,"2022-06-01",1001,4,1,10004,76,2022-06-24,2022-06-22,"2022-06-22","2022-06-22","2022-06-21","2022-06-21",-2
10359,4500010359,"2023-09-05",1001,4,1,10004,84,2023-09-28,2023-10-10,"2023-09-26","2023-09-26","2023-09-25","2023-09-25",12
10364,4500010364,"2024-03-02",1001,4,1,10004,69,2024-03-25,2024-03-20,"2024-03-23","2024-03-23","2024-03-22","2024-03-22",-5
10366,4500010366,"2022-07-27",1001,4,1,10004,73,2022-08-19,2022-08-18,"2022-08-17","2022-08-17","2022-08-16","2022-08-16",-1
10368,4500010368,"2024-03-13",1001,4,1,10004,75,2024-04-05,2024-04-19,"2024-04-03","2024-04-03","2024-04-02","2024-04-02",14
10371,4500010371,"2024-03-13",1001,4,1,10004,88,2024-04-05,2024-04-04,"2024-04-03","2024-04-03","2024-04-02","2024-04-02",-1
10382,4500010382,"2023-05-17",1001,4,1,10004,89,2023-06-09,2023-06-06,"2023-06-07","2023-06-07","2023-06-06","2023-06-06",-3
10384,4500010384,"2022-06-29",1001,4,1,10004,79,2022-07-22,2022-07-22,"2022-07-20","2022-07-20","2022-07-19","2022-07-19",0
10385,4500010385,"2024-02-07",1001,4,1,10004,77,2024-03-01,2024-02-29,"2024-02-28","2024-02-28","2024-02-27","2024-02-27",-1
10388,4500010388,"2022-12-28",1001,4,1,10004,75,2023-01-20,2023-01-19,"2023-01-18","2023-01-18","2023-01-17","2023-01-17",-1
10390,4500010390,"2024-07-29",1001,4,1,10004,78,2024-08-21,2024-08-20,"2024-08-19","2024-08-19","2024-08-18","2024-08-18",-1
10404,4500010404,"2023-05-12",1001,4,1,10004,73,2023-06-04,2023-06-01,"2023-06-02","2023-06-02","2023-06-01","2023-06-01",-3
10405,4500010405,"2024-02-12",1001,4,1,10004,65,2024-03-06,2024-03-01,"2024-03-04","2024-03-04","2024-03-03","2024-03-03",-5
10406,4500010406,"2022-11-24",1001,4,1,10004,89,2022-12-17,2022-12-26,"2022-12-15","2022-12-24","2022-12-14","2022-12-23",9
10407,4500010407,"2023-08-15",1001,4,1,10004,79,2023-09-07,2023-09-04,"2023-09-05","2023-09-05","2023-09-04","2023-09-04",-3
10409,4500010409,"2022-12-23",1001,4,1,10004,78,2023-01-15,2023-01-13,"2023-01-13","2023-01-13","2023-01-12","2023-01-12",-2
10411,4500010411,"2022-12-12",1001,4,1,10004,76,2023-01-04,2023-01-04,"2023-01-02","2023-01-02","2023-01-01","2023-01-01",0
10414,4500010414,"2023-07-26",1001,4,1,10004,75,2023-08-18,2023-08-16,"2023-08-16","2023-08-16","2023-08-15","2023-08-15",-2
10417,4500010417,"2022-02-14",1001,4,1,10004,96,2022-03-09,2022-03-16,"2022-03-07","2022-03-07","2022-03-06","2022-03-06",7
10419,4500010419,"2024-04-05",1001,4,1,10004,69,2024-04-28,2024-04-26,"2024-04-26","2024-04-26","2024-04-25","2024-04-25",-2
10425,4500010425,"2024-04-09",1001,4,1,10004,84,2024-05-02,2024-05-02,"2024-04-30","2024-04-30","2024-04-29","2024-04-29",0
10426,4500010426,"2023-05-20",1001,4,1,10004,76,2023-06-12,2023-06-12,"2023-06-10","2023-06-10","2023-06-09","2023-06-09",0
10427,4500010427,"2022-07-10",1001,4,1,10004,68,2022-08-02,2022-07-28,"2022-07-31","2022-07-31","2022-07-30","2022-07-30",-5
10429,4500010429,"2022-06-23",1001,4,1,10004,70,2022-07-16,2022-07-15,"2022-07-14","2022-07-14","2022-07-13","2022-07-13",-1
10435,4500010435,"2023-05-17",1001,4,1,10004,76,2023-06-09,2023-06-06,"2023-06-07","2023-06-07","2023-06-06","2023-06-06",-3
10437,4500010437,"2022-09-12",1001,4,1,10004,72,2022-10-05,2022-09-30,"2022-10-03","2022-10-03","2022-10-02","2022-10-02",-5
10440,4500010440,"2022-10-24",1001,4,1,10004,82,2022-11-16,2022-11-14,"2022-11-14","2022-11-14","2022-11-13","2022-11-13",-2
10441,4500010441,"2024-11-21",1001,4,1,10004,79,2024-12-14,2024-12-11,"2024-12-12","2024-12-12","2024-12-11","2024-12-11",-3
10442,4500010442,"2024-10-19",1001,4,1,10004,79,2024-11-11,2024-11-25,"2024-11-09","2024-11-23","2024-11-08","2024-11-22",14
10443,4500010443,"2024-11-02",1001,4,1,10004,82,2024-11-25,2024-11-21,"2024-11-23","2024-11-23","2024-11-22","2024-11-22",-4
10445,4500010445,"2022-02-12",1001,4,1,10004,82,2022-03-07,2022-03-03,"2022-03-05","2022-03-05","2022-03-04","2022-03-04",-4
10451,4500010451,"2022-09-10",1001,4,1,10004,78,2022-10-03,2022-09-28,"2022-10-01","2022-10-01","2022-09-30","2022-09-30",-5
10452,4500010452,"2023-06-20",1001,4,1,10004,70,2023-07-13,2023-07-11,"2023-07-11","2023-07-11","2023-07-10","2023-07-10",-2
10454,4500010454,"2023-10-13",1001,4,1,10004,74,2023-11-05,2023-11-01,"2023-11-03","2023-11-03","2023-11-02","2023-11-02",-4
10455,4500010455,"2022-08-11",1001,4,1,10004,71,2022-09-03,2022-09-01,"2022-09-01","2022-09-01","2022-08-31","2022-08-31",-2
10456,4500010456,"2024-08-24",1001,4,1,10004,79,2024-09-16,2024-09-19,"2024-09-14","2024-09-17","2024-09-13","2024-09-16",3
10459,4500010459,"2022-07-21",1001,4,1,10004,70,2022-08-13,2022-08-10,"2022-08-11","2022-08-11","2022-08-10","2022-08-10",-3
10461,4500010461,"2022-03-29",1001,4,1,10004,91,2022-04-21,2022-04-21,"2022-04-19","2022-04-19","2022-04-18","2022-04-18",0
10472,4500010472,"2023-03-11",1001,4,1,10004,86,2023-04-03,2023-03-31,"2023-04-01","2023-04-01","2023-03-31","2023-03-31",-3
10474,4500010474,"2024-03-24",1001,4,1,10004,67,2024-04-16,2024-04-12,"2024-04-14","2024-04-14","2024-04-13","2024-04-13",-4
10479,4500010479,"2022-07-06",1001,4,1,10004,69,2022-07-29,2022-07-29,"2022-07-27","2022-07-27","2022-07-26","2022-07-26",0
10480,4500010480,"2024-10-05",1001,4,1,10004,75,2024-10-28,2024-10-23,"2024-10-26","2024-10-26","2024-10-25","2024-10-25",-5
10482,4500010482,"2022-10-27",1001,4,1,10004,82,2022-11-19,2022-11-17,"2022-11-17","2022-11-17","2022-11-16","2022-11-16",-2
10484,4500010484,"2021-12-22",1001,4,1,10004,67,2022-01-14,2022-01-14,"2022-01-12","2022-01-12","2022-01-11","2022-01-11",0
10486,4500010486,"2022-01-12",1001,4,1,10004,78,2022-02-04,2022-02-04,"2022-02-02","2022-02-02","2022-02-01","2022-02-01",0
10495,4500010495,"2023-10-14",1001,4,1,10004,75,2023-11-06,2023-11-01,"2023-11-04","2023-11-04","2023-11-03","2023-11-03",-5
10501,4500010501,"2023-04-15",1001,4,1,10004,81,2023-05-08,2023-05-03,"2023-05-06","2023-05-06","2023-05-05","2023-05-05",-5
10503,4500010503,"2024-10-13",1001,4,1,10004,83,2024-11-05,2024-11-12,"2024-11-03","2024-11-10","2024-11-02","2024-11-09",7
10504,4500010504,"2024-06-08",1001,4,1,10004,75,2024-07-01,2024-07-08,"2024-06-29","2024-07-06","2024-06-28","2024-07-05",7
10506,4500010506,"2024-07-02",1001,4,1,10004,77,2024-07-25,2024-07-22,"2024-07-23","2024-07-23","2024-07-22","2024-07-22",-3
10509,4500010509,"2023-05-20",1001,4,1,10004,67,2023-06-12,2023-06-08,"2023-06-10","2023-06-10","2023-06-09","2023-06-09",-4
10512,4500010512,"2022-08-30",1001,4,1,10004,82,2022-09-22,2022-09-21,"2022-09-20","2022-09-20","2022-09-19","2022-09-19",-1
10514,4500010514,"2023-09-27",1001,4,1,10004,72,2023-10-20,2023-10-20,"2023-10-18","2023-10-18","2023-10-17","2023-10-17",0
10515,4500010515,"2024-11-06",1001,4,1,10004,76,2024-11-29,2024-12-09,"2024-11-27","2024-12-07","2024-11-26","2024-12-06",10
10516,4500010516,"2023-08-14",1001,4,1,10004,76,2023-09-06,2023-09-06,"2023-09-04","2023-09-04","2023-09-03","2023-09-03",0
10519,4500010519,"2024-09-03",1001,4,1,10004,80,2024-09-26,2024-10-08,"2024-09-24","2024-10-06","2024-09-23","2024-09-23",12
10521,4500010521,"2022-01-21",1001,4,1,10004,75,2022-02-13,2022-02-09,"2022-02-11","2022-02-11","2022-02-10","2022-02-10",-4
10530,4500010530,"2024-02-22",1001,4,1,10004,76,2024-03-16,2024-03-16,"2024-03-14","2024-03-14","2024-03-13","2024-03-13",0
10532,4500010532,"2024-10-12",1001,4,1,10004,81,2024-11-04,2024-10-30,"2024-11-02","2024-11-02","2024-11-01","2024-11-01",-5
10533,4500010533,"2024-01-23",1001,4,1,10004,78,2024-02-15,2024-02-13,"2024-02-13","2024-02-13","2024-02-12","2024-02-12",-2
10535,4500010535,"2023-07-10",1001,4,1,10004,74,2023-08-02,2023-07-28,"2023-07-31","2023-07-31","2023-07-30","2023-07-30",-5
10539,4500010539,"2024-01-14",1001,4,1,10004,71,2024-02-06,2024-02-16,"2024-02-04","2024-02-04","2024-02-03","2024-02-03",10
